Gene stable ID,Gene name,NCBI gene ID,UniProtKB/Swiss-Prot ID,RefSeq peptide ID
ENSMUSG00000027822,Slc33a1,11416,Q99J27,NP_001258964
ENSMUSG00000026197,Zfand2b,68818,,
ENSMUSG00000090383,Vmn2r58,628422,,
ENSMUSG00000090383,Vmn2r58,628422,,
ENSMUSG00000090383,Vmn2r58,628422,,
ENSMUSG00000090383,Vmn2r58,628422,,
ENSMUSG00000090383,Vmn2r58,628422,,
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000020111,Micu1,216001,Q8VCX5,NP_001346196
ENSMUSG00000020111,Micu1,216001,Q8VCX5,NP_659071
ENSMUSG00000076823,Trav13n-4,,,
ENSMUSG00000036356,Csgalnact1,234356,Q8BJQ9,NP_001351185
ENSMUSG00000036356,Csgalnact1,234356,Q8BJQ9,NP_766341
ENSMUSG00000076823,Trav13n-4,,,
ENSMUSG00000020716,Nf1,18015,,
ENSMUSG00000020111,Micu1,216001,Q8VCX5,NP_001278371
ENSMUSG00000076824,Trav14n-3,,,
ENSMUSG00000021039,Snw1,66354,,NP_079783
ENSMUSG00000076824,Trav14n-3,,,
ENSMUSG00000020111,Micu1,216001,Q8VCX5,NP_001278372
ENSMUSG00000020111,Micu1,216001,,
ENSMUSG00000032044,Rpusd4,71989,Q9CWX4,NP_082316
ENSMUSG00000020111,Micu1,216001,,
ENSMUSG00000042254,Cilp,214425,,NP_775561
ENSMUSG00000036356,Csgalnact1,234356,Q8BJQ9,NP_001351185
ENSMUSG00000036356,Csgalnact1,234356,Q8BJQ9,NP_001239552
ENSMUSG00000054252,Fgfr3,14184,,NP_001156688
ENSMUSG00000032044,Rpusd4,71989,,
ENSMUSG00000047495,Dlgap2,244310,,NP_001139437
ENSMUSG00000042254,Cilp,214425,,NP_001351456
ENSMUSG00000036356,Csgalnact1,234356,,
ENSMUSG00000054252,Fgfr3,14184,,NP_001345965
ENSMUSG00000054252,Fgfr3,14184,,NP_001156687
ENSMUSG00000047495,Dlgap2,244310,Q8BJ42,NP_766498
ENSMUSG00000054252,Fgfr3,14184,,
ENSMUSG00000054252,Fgfr3,14184,,NP_001156689
ENSMUSG00000001670,Tat,234724,Q8QZR1,NP_666326
ENSMUSG00000047495,Dlgap2,244310,Q8BJ42,
ENSMUSG00000060017,Olfr121,258622,,
ENSMUSG00000020111,Micu1,216001,Q8VCX5,
ENSMUSG00000001670,Tat,234724,,
ENSMUSG00000042492,Tbc1d10b,68449,Q8BHL3,NP_653105
ENSMUSG00000100194,Tgif2lx2,100039551,,NP_001136222
ENSMUSG00000060017,Olfr121,258622,,NP_666840
ENSMUSG00000042492,Tbc1d10b,68449,,
ENSMUSG00000026197,Zfand2b,68818,Q91X58,NP_001153377
ENSMUSG00000026197,Zfand2b,68818,Q91X58,NP_001153378
ENSMUSG00000100133,Tgif2lx1,245583,,NP_694749
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000079036,Alkbh1,211064,P0CB42,NP_001096035
ENSMUSG00000079036,Alkbh1,654309,P0CB42,NP_001096035
ENSMUSG00000026197,Zfand2b,68818,Q91X58,NP_081122
ENSMUSG00000030292,Smco2,69371,Q9DA21,NP_081335
ENSMUSG00000047495,Dlgap2,244310,Q8BJ42,
ENSMUSG00000041134,Cyyr1,224405,,
ENSMUSG00000026197,Zfand2b,68818,,
ENSMUSG00000048442,Smim5,66528,Q8BT42,NP_899082
ENSMUSG00000110067,6330411D24Rik,,,
ENSMUSG00000021301,Hecw1,94253,Q8K4P8,NP_001074817
ENSMUSG00000048442,Smim5,66528,Q8BT42,
ENSMUSG00000118454,AC150683.1,384605,,
ENSMUSG00000021301,Hecw1,94253,,
ENSMUSG00000048442,Smim5,66528,,
ENSMUSG00000089992,G6pd2,14380,,NP_062341
ENSMUSG00000041134,Cyyr1,224405,Q8VIH7,NP_659102
ENSMUSG00000075420,Smim6,68528,,NP_001156470
ENSMUSG00000079036,Alkbh1,211064,,
ENSMUSG00000079036,Alkbh1,654309,,
ENSMUSG00000031490,Eif4ebp1,13685,Q60876,NP_031944
ENSMUSG00000029334,Prkg2,19092,,NP_032952
ENSMUSG00000079036,Alkbh1,211064,,
ENSMUSG00000079036,Alkbh1,654309,,
ENSMUSG00000033102,Cdc14b,218294,,
ENSMUSG00000079036,Alkbh1,211064,,
ENSMUSG00000079036,Alkbh1,654309,,
ENSMUSG00000079036,Alkbh1,211064,,
ENSMUSG00000079036,Alkbh1,654309,,
ENSMUSG00000038344,Txlng,353170,Q8BHN1,NP_849266
ENSMUSG00000079036,Alkbh1,211064,,
ENSMUSG00000079036,Alkbh1,654309,,
ENSMUSG00000044231,Nhlrc1,105193,Q8BR37,NP_780549
ENSMUSG00000029334,Prkg2,19092,,
ENSMUSG00000022021,Diaph3,56419,Q9Z207,NP_062644
ENSMUSG00000038533,Cbfa2t2,12396,,NP_033953
ENSMUSG00000079036,Alkbh1,211064,,
ENSMUSG00000079036,Alkbh1,654309,,
ENSMUSG00000038533,Cbfa2t2,12396,,
ENSMUSG00000029334,Prkg2,19092,,
ENSMUSG00000024800,Rpp30,54364,O88796,NP_062301
ENSMUSG00000079036,Alkbh1,211064,,NP_001013390
ENSMUSG00000079036,Alkbh1,654309,,NP_001013390
ENSMUSG00000029334,Prkg2,19092,,
ENSMUSG00000083947,Olfr122,258285,,NP_666400
ENSMUSG00000005161,Prdx2,21672,Q61171,NP_001304314
ENSMUSG00000083947,Olfr122,258285,,
ENSMUSG00000022021,Diaph3,56419,,
ENSMUSG00000083947,Olfr122,258285,,
ENSMUSG00000022021,Diaph3,56419,,
ENSMUSG00000033102,Cdc14b,218294,Q6PFY9,NP_766175
ENSMUSG00000038533,Cbfa2t2,12396,O70374,NP_766448
ENSMUSG00000021301,Hecw1,94253,,
ENSMUSG00000021301,Hecw1,94253,,
ENSMUSG00000038533,Cbfa2t2,12396,,
ENSMUSG00000021301,Hecw1,94253,,
ENSMUSG00000022021,Diaph3,56419,,
ENSMUSG00000038533,Cbfa2t2,12396,,
ENSMUSG00000038344,Txlng,353170,Q8BHN1,NP_001277705
ENSMUSG00000038533,Cbfa2t2,12396,,NP_001272375
ENSMUSG00000038344,Txlng,353170,Q8BHN1,NP_001277707
ENSMUSG00000038344,Txlng,353170,Q8BHN1,NP_001277706
ENSMUSG00000038344,Txlng,353170,,
ENSMUSG00000022021,Diaph3,56419,,
ENSMUSG00000022372,Sla,20491,Q60898,NP_033218
ENSMUSG00000017868,Sgk2,27219,Q9QZS5,NP_001278081
ENSMUSG00000017868,Sgk2,27219,Q9QZS5,NP_038759
ENSMUSG00000005161,Prdx2,21672,Q61171,NP_035693
ENSMUSG00000036992,Nxt1,56488,Q9QZV9,NP_062735
ENSMUSG00000039167,Adgrl4,170757,Q923X1,NP_573485
ENSMUSG00000017868,Sgk2,27219,Q9QZS5,NP_001278083
ENSMUSG00000022372,Sla,20491,Q60898,
ENSMUSG00000029322,Plac8,231507,Q9JI48,NP_631937
ENSMUSG00000033102,Cdc14b,218294,Q6PFY9,
ENSMUSG00000039167,Adgrl4,170757,,
ENSMUSG00000037996,Slc24a2,76376,,NP_766014
ENSMUSG00000038902,Pogz,229584,Q8BZH4,NP_766271
ENSMUSG00000036992,Nxt1,56488,Q9QZV9,NP_001103629
ENSMUSG00000021040,Slirp,380773,Q9D8T7,NP_081234
ENSMUSG00000033102,Cdc14b,218294,Q6PFY9,NP_001116461
ENSMUSG00000029322,Plac8,231507,Q9JI48,
ENSMUSG00000021040,Slirp,380773,Q9D8T7,
ENSMUSG00000022372,Sla,20491,,NP_001025012
ENSMUSG00000033102,Cdc14b,218294,,
ENSMUSG00000005161,Prdx2,21672,Q61171,
ENSMUSG00000033102,Cdc14b,218294,,
ENSMUSG00000029322,Plac8,231507,Q9JI48,
ENSMUSG00000005161,Prdx2,21672,,
ENSMUSG00000039167,Adgrl4,170757,,
ENSMUSG00000021040,Slirp,380773,,
ENSMUSG00000021040,Slirp,380773,,
ENSMUSG00000037996,Slc24a2,76376,,
ENSMUSG00000033102,Cdc14b,218294,,
ENSMUSG00000037996,Slc24a2,76376,,
ENSMUSG00000039167,Adgrl4,170757,,
ENSMUSG00000057841,Rpl32,19951,P62911,NP_742083
ENSMUSG00000005161,Prdx2,21672,Q61171,
ENSMUSG00000038902,Pogz,229584,,
ENSMUSG00000037996,Slc24a2,76376,,
ENSMUSG00000022372,Sla,20491,Q60898,
ENSMUSG00000057841,Rpl32,19951,P62911,
ENSMUSG00000038902,Pogz,229584,,NP_001159420
ENSMUSG00000037996,Slc24a2,76376,,NP_001103710
ENSMUSG00000038902,Pogz,229584,,
ENSMUSG00000026837,Col5a1,12831,O88207,NP_056549
ENSMUSG00000038902,Pogz,229584,,
ENSMUSG00000027364,Usp50,75083,,
ENSMUSG00000026837,Col5a1,12831,,
ENSMUSG00000026837,Col5a1,12831,,
ENSMUSG00000031226,Pbdc1,67683,Q9D0B6,NP_080588
ENSMUSG00000033102,Cdc14b,218294,Q6PFY9,
ENSMUSG00000072244,Trim6,94088,Q8BGE7,NP_001013637
ENSMUSG00000005699,Pard6a,56513,,NP_001040901
ENSMUSG00000004319,Clcn3,12725,,NP_776301
ENSMUSG00000072244,Trim6,94088,,
ENSMUSG00000009900,Wnt3a,22416,P27467,NP_033548
ENSMUSG00000031226,Pbdc1,67683,Q9D0B6,NP_001268800
ENSMUSG00000005699,Pard6a,56513,,NP_001273273
ENSMUSG00000072244,Trim6,94088,,
ENSMUSG00000030074,Gxylt2,232313,Q810K9,NP_941014
ENSMUSG00000072244,Trim6,94088,,
ENSMUSG00000027364,Usp50,75083,Q6P8X6,NP_083439
ENSMUSG00000072244,Trim6,94088,,
ENSMUSG00000032852,Rspo4,228770,Q8BJ73,NP_001035779
ENSMUSG00000005699,Pard6a,56513,Q9Z101,NP_001273274
ENSMUSG00000027364,Usp50,75083,,
ENSMUSG00000031227,Magee1,107528,Q6PCZ4,NP_444431
ENSMUSG00000022466,Rpap3,71919,Q9D706,NP_082279
ENSMUSG00000005699,Pard6a,56513,Q9Z101,NP_001040900
ENSMUSG00000004319,Clcn3,12725,P51791,NP_031737
ENSMUSG00000057388,Mrpl18,67681,Q9CQL5,NP_080586
ENSMUSG00000005699,Pard6a,56513,Q9Z101,NP_062669
ENSMUSG00000057637,Prdm2,110593,,NP_001243309
ENSMUSG00000057637,Prdm2,110593,,NP_001074824
ENSMUSG00000015357,Clpx,270166,Q9JHS4,NP_035932
ENSMUSG00000041329,Atp1b2,11932,P14231,NP_038201
ENSMUSG00000057637,Prdm2,110593,,
ENSMUSG00000004319,Clcn3,12725,,
ENSMUSG00000057637,Prdm2,110593,,
ENSMUSG00000030319,Cand2,67088,Q6ZQ73,NP_080234
ENSMUSG00000015357,Clpx,270166,,
ENSMUSG00000021750,Fam107a,268709,Q78TU8,NP_001347266
ENSMUSG00000015357,Clpx,270166,,NP_001037854
ENSMUSG00000021750,Fam107a,268709,Q78TU8,NP_001347267
ENSMUSG00000021750,Fam107a,268709,Q78TU8,NP_899010
ENSMUSG00000020777,Acox1,11430,Q9R0H0,NP_056544
ENSMUSG00000041329,Atp1b2,11932,,
ENSMUSG00000070464,Ccl26,541307,,NP_001013430
ENSMUSG00000061397,Krt79,223917,Q8VED5,NP_666175
ENSMUSG00000021750,Fam107a,268709,Q78TU8,NP_001347268
ENSMUSG00000018042,Cyb5r3,109754,Q9DCN2,
ENSMUSG00000067629,Syngap1,240057,F6SEU4,NP_001268420
ENSMUSG00000021750,Fam107a,268709,,
ENSMUSG00000020777,Acox1,11430,Q9R0H0,NP_001258827
ENSMUSG00000113097,Gm47959,,,
ENSMUSG00000020777,Acox1,11430,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000045202,Olfr123,258623,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000045202,Olfr123,258623,,
ENSMUSG00000018042,Cyb5r3,109754,Q9DCN2,NP_084063
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000045202,Olfr123,258623,,NP_666841
ENSMUSG00000018042,Cyb5r3,109754,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000026686,Lmx1a,110648,Q9JKU8,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000013155,Enkd1,102124,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000031661,Nkd1,93960,Q99MH6,NP_081556
ENSMUSG00000026686,Lmx1a,110648,Q9JKU8,NP_387501
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000020088,Sar1a,20224,,
ENSMUSG00000013155,Enkd1,102124,Q7TSV9,NP_938041
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000062480,Acat3,224530,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000031991,Spata19,75469,,
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000032423,Syncrip,56403,Q7TMK9,NP_062770
ENSMUSG00000020088,Sar1a,20224,,NP_001345417
ENSMUSG00000020088,Sar1a,20224,,NP_001345416
ENSMUSG00000020088,Sar1a,20224,,NP_033146
ENSMUSG00000067629,Syngap1,240057,,
ENSMUSG00000031266,Gla,11605,P51569,
ENSMUSG00000031266,Gla,11605,,
ENSMUSG00000062480,Acat3,224530,,NP_694791
ENSMUSG00000004814,Ccl24,56221,Q9JKC0,NP_001343559
ENSMUSG00000004814,Ccl24,56221,Q9JKC0,NP_062523
ENSMUSG00000031661,Nkd1,93960,,NP_001157132
ENSMUSG00000004319,Clcn3,12725,,NP_776299
ENSMUSG00000020088,Sar1a,20224,,
ENSMUSG00000004814,Ccl24,56221,Q9JKC0,NP_001343559
ENSMUSG00000031620,Iqcm,71831,,NP_082220
ENSMUSG00000020088,Sar1a,20224,,
ENSMUSG00000027546,Atp9a,11981,,NP_001276374
ENSMUSG00000031266,Gla,11605,,NP_038491
ENSMUSG00000031661,Nkd1,93960,,
ENSMUSG00000013158,4933405L10Rik,71046,Q9D4A5,NP_081931
ENSMUSG00000020088,Sar1a,20224,,
ENSMUSG00000031620,Iqcm,71831,,NP_001157707
ENSMUSG00000004319,Clcn3,12725,P51791,NP_776298
ENSMUSG00000027546,Atp9a,11981,,NP_001341906
ENSMUSG00000020088,Sar1a,20224,,
ENSMUSG00000013158,4933405L10Rik,71046,Q9D4A5,NP_001344185
ENSMUSG00000031620,Iqcm,71831,,
ENSMUSG00000034427,Myo15b,,,
ENSMUSG00000021482,Prxl2c,66129,,
ENSMUSG00000021482,Prxl2c,66129,,
ENSMUSG00000027546,Atp9a,11981,,NP_001276375
ENSMUSG00000023007,Prpf40b,54614,,
ENSMUSG00000044985,Olfr124,259064,,
ENSMUSG00000044985,Olfr124,259064,,
ENSMUSG00000090862,Rps13,68052,P62301,NP_080809
ENSMUSG00000032423,Syncrip,56403,,NP_001298042
ENSMUSG00000044985,Olfr124,259064,,
ENSMUSG00000034427,Myo15b,,,
ENSMUSG00000032423,Syncrip,56403,,
ENSMUSG00000090862,Rps13,68052,,
ENSMUSG00000020867,Spata20,217116,Q80YT5,NP_659076
ENSMUSG00000044985,Olfr124,259064,,NP_667273
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000000126,Wnt9a,216795,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000034427,Myo15b,,,
ENSMUSG00000032423,Syncrip,56403,,
ENSMUSG00000027546,Atp9a,11981,,
ENSMUSG00000027546,Atp9a,11981,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000059119,Nap1l4,17955,Q78ZA7,NP_032698
ENSMUSG00000000126,Wnt9a,216795,Q8R5M2,NP_647459
ENSMUSG00000032423,Syncrip,56403,,NP_001271257
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000027546,Atp9a,11981,,
ENSMUSG00000018593,Sparc,20692,,NP_001277746
ENSMUSG00000008226,Scrn3,74616,Q3TMH2,NP_083298
ENSMUSG00000000791,Il12rb1,16161,Q60837,NP_032379
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000032423,Syncrip,56403,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000000791,Il12rb1,16161,,
ENSMUSG00000027546,Atp9a,11981,,
ENSMUSG00000026311,Asb1,65247,Q9WV74,NP_001034215
ENSMUSG00000029559,2210016L21Rik,72357,,NP_082487
ENSMUSG00000027546,Atp9a,11981,O70228,NP_001341906
ENSMUSG00000027546,Atp9a,11981,O70228,NP_056546
ENSMUSG00000000791,Il12rb1,16161,,
ENSMUSG00000032423,Syncrip,56403,Q7TMK9,NP_062640
ENSMUSG00000032423,Syncrip,56403,,
ENSMUSG00000021482,Prxl2c,66129,Q9D1A0,NP_079646
ENSMUSG00000034427,Myo15b,,,
ENSMUSG00000090862,Rps13,68052,,
ENSMUSG00000008226,Scrn3,74616,,NP_001342640
ENSMUSG00000049291,Prss38,216797,Q3UKY7,NP_001038986
ENSMUSG00000059119,Nap1l4,17955,,NP_001272418
ENSMUSG00000034427,Myo15b,,,
ENSMUSG00000021482,Prxl2c,66129,,
ENSMUSG00000032423,Syncrip,56403,,
ENSMUSG00000031991,Spata19,75469,Q9DAQ9,NP_083575
ENSMUSG00000026311,Asb1,65247,,
ENSMUSG00000032423,Syncrip,56403,,
ENSMUSG00000021482,Prxl2c,66129,,
ENSMUSG00000059119,Nap1l4,17955,,NP_001272419
ENSMUSG00000090966,Vmn2r116,619697,E9Q6I0,NP_001098050
ENSMUSG00000018593,Sparc,20692,P07214,NP_033268
ENSMUSG00000026311,Asb1,65247,,
ENSMUSG00000027546,Atp9a,11981,O70228,
ENSMUSG00000026311,Asb1,65247,,
ENSMUSG00000090966,Vmn2r116,619697,,
ENSMUSG00000090966,Vmn2r116,619697,,
ENSMUSG00000018593,Sparc,20692,,
ENSMUSG00000018593,Sparc,20692,,
ENSMUSG00000029559,2210016L21Rik,72357,,
ENSMUSG00000031991,Spata19,75469,Q9DAQ9,NP_001291987
ENSMUSG00000018593,Sparc,20692,P07214,
ENSMUSG00000090966,Vmn2r116,619697,,
ENSMUSG00000044927,H1fx,243529,,NP_941024
ENSMUSG00000090966,Vmn2r116,619697,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000068859,Sp9,381373,Q64HY3,NP_001005343
ENSMUSG00000090966,Vmn2r116,619697,,
ENSMUSG00000029559,2210016L21Rik,72357,,
ENSMUSG00000041837,Pdcd7,50996,,NP_057897
ENSMUSG00000018593,Sparc,20692,,
ENSMUSG00000052926,Rnaseh2a,69724,Q9CWY8,
ENSMUSG00000026311,Asb1,65247,,
ENSMUSG00000076543,Igkv4-74,,,
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000041837,Pdcd7,50996,,
ENSMUSG00000026311,Asb1,65247,,NP_075533
ENSMUSG00000052926,Rnaseh2a,69724,,NP_001351299
ENSMUSG00000041837,Pdcd7,50996,,
ENSMUSG00000059119,Nap1l4,17955,,
ENSMUSG00000028931,Kcnab2,16498,,NP_001239584
ENSMUSG00000023033,Scn8a,20273,,
ENSMUSG00000038816,Ctnnal1,54366,O88327,NP_061231
ENSMUSG00000052926,Rnaseh2a,69724,,
ENSMUSG00000052926,Rnaseh2a,69724,Q9CWY8,
ENSMUSG00000006005,Tpr,108989,F6ZDS4,NP_598541
ENSMUSG00000020716,Nf1,18015,Q04690,
ENSMUSG00000004530,Coro1c,23790,,
ENSMUSG00000052926,Rnaseh2a,69724,,
ENSMUSG00000027460,Angpt4,11602,Q9WVH6,NP_033771
ENSMUSG00000052926,Rnaseh2a,69724,,
ENSMUSG00000066749,Olfr877,258412,,
ENSMUSG00000023033,Scn8a,20273,,NP_035453
ENSMUSG00000059119,Nap1l4,17955,,
ENSMUSG00000066749,Olfr877,258412,,NP_666529
ENSMUSG00000006005,Tpr,108989,,
ENSMUSG00000007805,Twist2,13345,,NP_031881
ENSMUSG00000023033,Scn8a,20273,,NP_001070967
ENSMUSG00000020988,L2hgdh,217666,Q91YP0,NP_663418
ENSMUSG00000052926,Rnaseh2a,69724,Q9CWY8,NP_081463
ENSMUSG00000020716,Nf1,18015,Q04690,NP_035027
ENSMUSG00000007805,Twist2,13345,,
ENSMUSG00000028931,Kcnab2,16498,P62482,NP_001342101
ENSMUSG00000028931,Kcnab2,16498,P62482,NP_034728
ENSMUSG00000038816,Ctnnal1,54366,,
ENSMUSG00000028931,Kcnab2,16498,,NP_001239583
ENSMUSG00000020988,L2hgdh,217666,,
ENSMUSG00000028583,Pdpn,14726,Q62011,NP_034459
ENSMUSG00000028931,Kcnab2,16498,,NP_001342102
ENSMUSG00000059119,Nap1l4,17955,,
ENSMUSG00000028583,Pdpn,14726,,NP_001277751
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000006005,Tpr,108989,,
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000052534,Pbx1,18514,P41778,NP_032809
ENSMUSG00000059119,Nap1l4,17955,,
ENSMUSG00000028931,Kcnab2,16498,P62482,NP_001342101
ENSMUSG00000028931,Kcnab2,16498,P62482,NP_001239585
ENSMUSG00000105340,Gm42878,,,
ENSMUSG00000029556,Hnf1a,21405,P22361,NP_033353
ENSMUSG00000027800,Tm4sf1,17112,Q64302,NP_001342059
ENSMUSG00000027800,Tm4sf1,17112,Q64302,NP_032562
ENSMUSG00000045252,Zfp574,232976,Q8BY46,NP_001161978
ENSMUSG00000067786,Nnat,18111,Q61979,NP_851291
ENSMUSG00000062438,Adam1b,280667,Q8R534,NP_742123
ENSMUSG00000027800,Tm4sf1,17112,Q64302,
ENSMUSG00000052534,Pbx1,18514,P41778,NP_899198
ENSMUSG00000045252,Zfp574,232976,Q8BY46,NP_780686
ENSMUSG00000029556,Hnf1a,21405,,
ENSMUSG00000052534,Pbx1,18514,P41778,NP_001278437
ENSMUSG00000027800,Tm4sf1,17112,,
ENSMUSG00000029556,Hnf1a,21405,,
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000004530,Coro1c,23790,Q9WUM4,NP_035909
ENSMUSG00000032808,Cyp2c38,13097,P56655,NP_034132
ENSMUSG00000067786,Nnat,18111,,NP_001278058
ENSMUSG00000052534,Pbx1,18514,,NP_001278438
ENSMUSG00000027800,Tm4sf1,17112,Q64302,
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000022893,Adamts1,11504,P97857,NP_033751
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000022893,Adamts1,11504,,
ENSMUSG00000020716,Nf1,18015,,
ENSMUSG00000067786,Nnat,18111,Q61979,NP_035053
ENSMUSG00000052534,Pbx1,18514,P41778,
ENSMUSG00000028519,Dab1,13131,P97318,NP_001355975
ENSMUSG00000028519,Dab1,13131,P97318,NP_001355976
ENSMUSG00000028519,Dab1,13131,P97318,NP_796233
ENSMUSG00000050613,Olfr125,258287,,
ENSMUSG00000067786,Nnat,18111,,NP_001278059
ENSMUSG00000028519,Dab1,13131,P97318,NP_001355977
ENSMUSG00000028519,Dab1,13131,P97318,NP_034144
ENSMUSG00000050613,Olfr125,258287,,NP_666402
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000006005,Tpr,108989,,
ENSMUSG00000028519,Dab1,13131,,
ENSMUSG00000067786,Nnat,18111,,
ENSMUSG00000048445,Ccdc57,71276,Q6PHN1,NP_082021
ENSMUSG00000028519,Dab1,13131,P97318,
ENSMUSG00000028037,Ifi44,99899,Q8BV66,NP_598632
ENSMUSG00000028519,Dab1,13131,,
ENSMUSG00000067786,Nnat,18111,,
ENSMUSG00000004530,Coro1c,23790,,
ENSMUSG00000067786,Nnat,18111,,
ENSMUSG00000020752,Recql5,170472,Q8VID5,NP_569721
ENSMUSG00000028519,Dab1,13131,,
ENSMUSG00000004530,Coro1c,23790,,
ENSMUSG00000067786,Nnat,18111,,NP_001278057
ENSMUSG00000109212,Olfr126,258892,,
ENSMUSG00000070354,Evi2,101488212,,
ENSMUSG00000109212,Olfr126,258892,,
ENSMUSG00000011960,Ccnt1,12455,Q9QWV9,
ENSMUSG00000041777,Cir1,66935,Q9DA19,NP_080130
ENSMUSG00000074637,Sox2,20674,,NP_035573
ENSMUSG00000028931,Kcnab2,16498,,
ENSMUSG00000109212,Olfr126,258892,,NP_667101
ENSMUSG00000052144,Ppp4r2,232314,,NP_891984
ENSMUSG00000070354,Evi2,101488212,Q8VD58,NP_666135
ENSMUSG00000011960,Ccnt1,12455,,
ENSMUSG00000068039,Tcp1,21454,P11983,NP_001277641
ENSMUSG00000048373,Fgfbp1,14181,O70514,NP_001258545
ENSMUSG00000093938,Evi2b,216984,Q8VD58,NP_001070964
ENSMUSG00000052144,Ppp4r2,232314,,
ENSMUSG00000031796,Cfap20,14894,Q8BTU1,NP_032213
ENSMUSG00000058114,Olfr127,258374,,
ENSMUSG00000052144,Ppp4r2,232314,,
ENSMUSG00000048373,Fgfbp1,14181,O70514,NP_032035
ENSMUSG00000067787,Blcap,53619,P62951,
ENSMUSG00000058114,Olfr127,258374,,NP_666489
ENSMUSG00000031796,Cfap20,14894,Q8BTU1,
ENSMUSG00000048373,Fgfbp1,14181,O70514,
ENSMUSG00000020752,Recql5,170472,,
ENSMUSG00000067787,Blcap,53619,P62951,NP_001342355
ENSMUSG00000067787,Blcap,53619,P62951,NP_058612
ENSMUSG00000075200,Olfr1044,259013,Q8VGR9,
ENSMUSG00000067787,Blcap,53619,,
ENSMUSG00000020752,Recql5,170472,,
ENSMUSG00000075200,Olfr1044,259013,Q8VGR9,NP_667222
ENSMUSG00000031662,Snx20,71607,,NP_082116
ENSMUSG00000031796,Cfap20,14894,,
ENSMUSG00000020752,Recql5,170472,,
ENSMUSG00000011960,Ccnt1,12455,Q9QWV9,NP_033963
ENSMUSG00000068039,Tcp1,21454,P11983,NP_038714
ENSMUSG00000031796,Cfap20,14894,,
ENSMUSG00000038121,Fam210a,108654,Q8BGY7,NP_722489
ENSMUSG00000031796,Cfap20,14894,,
ENSMUSG00000068039,Tcp1,21454,,
ENSMUSG00000038121,Fam210a,108654,,
ENSMUSG00000068039,Tcp1,21454,,
ENSMUSG00000027363,Usp8,84092,Q80U87,NP_062703
ENSMUSG00000086228,Ubap1l,208080,,NP_001104615
ENSMUSG00000039578,Ccser1,232035,Q8C0C4,NP_899133
ENSMUSG00000039578,Ccser1,232035,Q8C0C4,NP_001157788
ENSMUSG00000021749,Oit1,18300,P97805,NP_666162
ENSMUSG00000086228,Ubap1l,208080,,
ENSMUSG00000053318,Slamf8,74748,,NP_083360
ENSMUSG00000069601,Ank3,11735,,
ENSMUSG00000021749,Oit1,18300,,
ENSMUSG00000025723,Nmb,68039,Q9CR53,NP_080799
ENSMUSG00000074794,Arrdc3,105171,,
ENSMUSG00000027363,Usp8,84092,,NP_001239509
ENSMUSG00000008398,Elk3,13713,P41971,NP_038536
ENSMUSG00000003352,Cacnb3,12297,,NP_001343472
ENSMUSG00000003352,Cacnb3,12297,,NP_001038206
ENSMUSG00000029385,Ccng2,12452,O08918,NP_031661
ENSMUSG00000034463,Scara3,219151,Q8C850,NP_766192
ENSMUSG00000027864,Ptgfrn,19221,Q9WV91,NP_035327
ENSMUSG00000008398,Elk3,13713,,
ENSMUSG00000025723,Nmb,68039,,NP_001278209
ENSMUSG00000003352,Cacnb3,12297,,NP_001273155
ENSMUSG00000008398,Elk3,13713,,NP_001269896
ENSMUSG00000024544,Ldlrad4,52662,Q8BWJ4,NP_766219
ENSMUSG00000003352,Cacnb3,12297,P54285,NP_031607
ENSMUSG00000070504,Fcrl6,677296,A1YIY0,NP_001158197
